"Hostname","IP Address","Logged-in Users","Last Update","Profile Name","Synced","Discovery Status"
"IT52s-MacBook-Pro.local","192.168.1.53","mac.local\it52","2020-07-28 18:00:53","Default Profile","True","Disabled"
